Nyckeltal;Kommun/Landsting;År;Visat Värde
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Rättvik;2010;29,070235
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Rättvik;2013;30,981352
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sala;2010;27,292781
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sala;2013;28,588273
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Salem;2010;39,428826
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Salem;2013;40,944137
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sandviken;2010;28,381129
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sandviken;2013;30,141234
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sigtuna;2010;32,034782
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sigtuna;2013;34,230487
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Simrishamn;2010;37,171061
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Simrishamn;2013;38,924261
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sjöbo;2010;25,769409
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sjöbo;2013;27,344234
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Skara;2010;29,097346
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Skara;2013;30,660078
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Skellefteå;2010;33,982174
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Skellefteå;2013;35,699276
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Skinnskatteberg;2010;25,724273
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Skinnskatteberg;2013;27,06503
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Skurup;2010;27,193042
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Skurup;2013;29,563386
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Skövde;2010;36,796806
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Skövde;2013;38,993957
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Smedjebacken;2010;23,821876
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Smedjebacken;2013;24,78639
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sollefteå;2010;28,530452
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sollefteå;2013;29,236529
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sollentuna;2010;52,869248
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sollentuna;2013;54,782356
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Solna;2010;65,191431
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Solna;2013;69,851455
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sorsele;2010;24,057828
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sorsele;2013;26,857719
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sotenäs;2010;29,464247
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sotenäs;2013;31,039005
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Staffanstorp;2010;44,051085
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Staffanstorp;2013;46,521815
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Stenungsund;2010;36,356038
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Stenungsund;2013;38,138562
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Stockholm;2010;58,542764
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Stockholm;2013;61,430393
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Storfors;2010;21,483281
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Storfors;2013;21,472177
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Storuman;2010;26,439111
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Storuman;2013;29,33634
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Strängnäs;2010;35,129305
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Strängnäs;2013;36,101589
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Strömstad;2010;26,699826
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Strömstad;2013;28,179357
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Strömsund;2010;23,063473
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Strömsund;2013;24,055474
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sundbyberg;2010;48,454114
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sundbyberg;2013;52,90232
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sundsvall;2010;36,648499
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sundsvall;2013;38,359121
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sunne;2010;27,306969
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sunne;2013;29,652155
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Surahammar;2010;20,508112
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Surahammar;2013;21,566309
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Svalöv;2010;28,211149
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Svalöv;2013;29,769632
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Svedala;2010;33,597118
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Svedala;2013;36,028274
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Svenljunga;2010;19,309245
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Svenljunga;2013;20,77844
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Säffle;2010;25,853211
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Säffle;2013;26,858286
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Säter;2010;28,147346
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Säter;2013;28,964297
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sävsjö;2010;23,031204
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sävsjö;2013;25,706975
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Söderhamn;2010;24,834084
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Söderhamn;2013;25,705778
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Söderköping;2010;30,781017
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Söderköping;2013;32,09171
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Södertälje;2010;31,708047
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Södertälje;2013;32,937646
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sölvesborg;2010;27,343348
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Sölvesborg;2013;29,322296
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tanum;2010;28,603142
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tanum;2013;29,687258
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tibro;2010;23,150301
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tibro;2013;24,814598
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tidaholm;2010;22,621107
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tidaholm;2013;23,368121
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tierp;2010;21,694968
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tierp;2013;23,419799
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Timrå;2010;25,504783
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Timrå;2013;27,344623
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tingsryd;2010;24,603798
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tingsryd;2013;26,721176
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tjörn;2010;36,222447
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tjörn;2013;37,829508
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tomelilla;2010;24,350439
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tomelilla;2013;24,888794
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Torsby;2010;23,274371
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Torsby;2013;24,187599
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Torsås;2010;24,735904
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Torsås;2013;26,790295
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tranemo;2010;21,59905
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tranemo;2013;23,599308
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tranås;2010;26,244376
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tranås;2013;27,558355
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Trelleborg;2010;28,461096
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Trelleborg;2013;29,747735
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Trollhättan;2010;34,134422
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Trollhättan;2013;36,119241
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Trosa;2010;30,881645
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Trosa;2013;33,033517
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tyresö;2010;37,480173
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Tyresö;2013;39,925236
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Täby;2010;57,400523
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Täby;2013;59,795397
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Töreboda;2010;22,256565
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Töreboda;2013;24,921139
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Uddevalla;2010;34,02414
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Uddevalla;2013;35,737201
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ulricehamn;2010;27,322988
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ulricehamn;2013;29,32335
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Umeå;2010;55,540245
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Umeå;2013;57,072017
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Upplands Väsby;2010;33,409549
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Upplands Väsby;2013;35,853078
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Upplands-Bro;2010;33,037821
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Upplands-Bro;2013;35,166582
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Uppsala;2010;56,087234
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Uppsala;2013;58,322965
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Uppvidinge;2010;21,499436
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Uppvidinge;2013;22,786887
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vadstena;2010;34,833356
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vadstena;2013;35,368523
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vaggeryd;2010;25,271289
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vaggeryd;2013;27,303186
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Valdemarsvik;2010;23,920271
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Valdemarsvik;2013;25,044593
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vallentuna;2010;39,823156
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vallentuna;2013;41,805294
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vansbro;2010;19,527442
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vansbro;2013;20,514332
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vara;2010;21,945521
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vara;2013;23,612469
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Varberg;2010;33,837791
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Varberg;2013;36,040729
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vaxholm;2010;50,592921
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vaxholm;2013;53,04403
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vellinge;2010;47,471495
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vellinge;2013;51,001508
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vetlanda;2010;25,228955
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vetlanda;2013;26,885719
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vilhelmina;2010;24,014913
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vilhelmina;2013;24,783809
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vimmerby;2010;22,781875
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vimmerby;2013;24,697995
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vindeln;2010;25,744431
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vindeln;2013;27,820454
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vingåker;2010;21,36579
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vingåker;2013;22,247254
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vänersborg;2010;33,332051
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vänersborg;2013;35,045604
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vännäs;2010;33,333971
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vännäs;2013;34,993526
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Värmdö;2010;37,48548
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Värmdö;2013;39,886111
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Värnamo;2010;27,721233
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Värnamo;2013;29,229712
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Västervik;2010;29,745353
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Västervik;2013;31,266978
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Västerås;2010;40,787704
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Västerås;2013;42,569531
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Växjö;2010;44,604088
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Växjö;2013;46,315411
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vårgårda;2010;25,955406
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Vårgårda;2013;27,531138
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ydre;2010;27,909091
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ydre;2013;28,82632
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ystad;2010;35,19217
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ystad;2013;37,18575
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Älmhult;2010;30,384792
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Älmhult;2013;32,863755
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Älvdalen;2010;20,516019
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Älvdalen;2013;21,561363
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Älvkarleby;2010;23,678131
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Älvkarleby;2013;25,745434
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Älvsbyn;2010;21,809576
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Älvsbyn;2013;22,807674
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ängelholm;2010;34,93961
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ängelholm;2013;36,816579
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Åmål;2010;27,716725
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Åmål;2013;28,603388
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ånge;2010;21,52443
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ånge;2013;23,163027
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Åre;2010;33,313377
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Åre;2013;35,414868
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Årjäng;2010;18,742122
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Årjäng;2013;19,33208
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Åsele;2010;26,232142
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Åsele;2013;27,652841
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Åstorp;2010;20,523097
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Åstorp;2013;22,33359
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Åtvidaberg;2010;23,938837
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Åtvidaberg;2013;26,241714
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Öckerö;2010;35,626379
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Öckerö;2013;39,802085
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ödeshög;2010;22,854677
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ödeshög;2013;24,322547
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Örebro;2010;42,440166
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Örebro;2013;44,654418
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Örkelljunga;2010;22,277677
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Örkelljunga;2013;23,98161
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Örnsköldsvik;2010;32,910652
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Örnsköldsvik;2013;35,132092
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Östersund;2010;41,874188
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Östersund;2013;42,98119
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Österåker;2010;38,250326
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Österåker;2013;40,423448
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Östhammar;2010;24,268915
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Östhammar;2013;25,262213
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Östra Göinge;2010;21,196413
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Östra Göinge;2013;23,067357
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Överkalix;2010;25,608656
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Överkalix;2013;25,62066
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Övertorneå;2010;29,160445
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Övertorneå;2013;30,845261
